id,c3,year,gini_reported,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp_ppp_pc_usd2011,population,revision,quality,quality_score,source,source_detailed,source_comments,survey
4171,DEU,1992,30.8,8.15,12.76,17.05,23.06,38.92,3.22,4.93,5.89,6.87,7.92,9.13,10.64,12.42,15.13,23.79,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,9563.8,8148.6,Euro,Year,1.56165,,,33261,80046157,New 2007,High,13,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4172,DEU,1992,21.3,11.03,15.55,18.52,22.4,32.46,4.64,6.39,7.42,8.13,8.87,9.65,10.59,11.81,13.58,18.88,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,East Germany,All,All,EU,OECD,High income,6107.4,5640,Euro,Year,1.56165,,,33261,80046157,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4173,DEU,1992,30,8.08,13.14,17.56,23.07,38.08,3.12,4.96,6.05,7.09,8.18,9.38,10.72,12.35,14.88,23.2,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,West Germany,All,All,EU,OECD,High income,10407,9084.2,Euro,Year,1.56165,,,33261,80046157,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4174,DEU,1993,30.8,,,,,,,,,,,,,,,,,,Income (net),"Income, net",No adjustment,No adjustment,Household,Household,Part,East Germany,Specific categories,"All, excl. very high income households",EU,OECD,High income,,,,,1.653320833,,,32749,80520088,,Average,8,National statistical authority,Federal Statistical Office of Germany,,Einkommens- und Verbrauchsstichproben
4175,DEU,1993,36.6,,,,,,,,,,,,,,,,,,Income (net),"Income, net",No adjustment,No adjustment,Household,Household,Part,West Germany,Specific categories,"All, excl. hhs with net income DM > 35000",EU,OECD,High income,,,,,1.653320833,,,32749,80520088,,Average,8,National statistical authority,Federal Statistical Office of Germany,,Einkommens- und Verbrauchsstichproben
4176,DEU,1993,26.2,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,1.653320833,,,32749,80520088,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4177,DEU,1993,21.6,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Household equivalized, social assistance",Household,Person,Part,East Germany,All,All,EU,OECD,High income,,,,,1.653320833,,,32749,80520088,,High,10,Research study,Brandolini 1998,,German Socio-Economic Panel (SOEP)
4178,DEU,1993,27.4,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Household equivalized, social assistance",Household,Person,Part,West Germany,All,All,EU,OECD,High income,,,,,1.653320833,,,32749,80520088,,High,10,Research study,Brandolini 1998,,German Socio-Economic Panel (SOEP)
4179,DEU,1993,30.4,8.23,13.04,17.11,22.84,38.74,3.19,5.04,6.08,6.96,7.96,9.15,10.56,12.28,14.99,23.75,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,10280.2,8780.4,Euro,Year,1.653320833,,,32749,80520088,New 2007,High,13,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4180,DEU,1993,22.4,10.59,15.33,18.55,22.32,33.16,4.35,6.24,7.23,8.1,8.86,9.69,10.56,11.76,13.6,19.56,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,East Germany,All,All,EU,OECD,High income,7407.2,6871.2,Euro,Year,1.653320833,,,32749,80520088,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4181,DEU,1993,30.5,7.98,13.04,17.47,23.02,38.45,3.03,4.95,6.04,7,8.12,9.35,10.63,12.39,14.91,23.54,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,West Germany,All,All,EU,OECD,High income,10971.2,9584,Euro,Year,1.653320833,,,32749,80520088,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4182,DEU,1994,29.2,8.48,13.4,17.45,22.85,37.81,3.36,5.12,6.25,7.15,8.13,9.32,10.62,12.23,14.69,23.12,1.29,13.96,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,20741,18091,Deutsche mark,Year,1.622794167,,,33384,80931041,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4183,DEU,1994,26.2,9.23,14.29,18.06,22.78,35.64,3.61,5.62,6.67,7.62,8.51,9.55,10.68,12.1,14.44,21.2,1.37,12.57,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,32268,29198,Deutsche mark,Year,1.622794167,,,33384,80931041,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4184,DEU,1994,33.6,7.36,12.31,16.47,22.47,41.39,2.79,4.57,5.62,6.69,7.64,8.83,10.27,12.2,15.5,25.89,1.04,15.74,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,28067,23070,Deutsche mark,Year,1.622794167,,,33384,80931041,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4185,DEU,1994,31.3,7.57,12.78,17.43,23.3,38.91,2.87,4.7,5.83,6.95,8.07,9.36,10.74,12.56,15.3,23.61,1.09,14.19,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,43827,38138,Deutsche mark,Year,1.622794167,,,33384,80931041,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4186,DEU,1994,26.8,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,1.622794167,,,33384,80931041,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4187,DEU,1994,29.23,8.51,13.39,17.5,22.84,37.78,3.37,5.14,6.24,7.15,8.16,9.34,10.58,12.26,14.69,23.09,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,16717.2,14604.12,US$2011PPP,Year,1.622794167,16717,14604,33384,80931041,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
4188,DEU,1994,30.6,8.17,13.05,17,22.86,38.86,3.17,5,6.07,6.98,7.95,9.05,10.54,12.32,14.93,23.93,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,10732.8,9084.4,Euro,Year,1.622794167,,,33384,80931041,New 2007,High,13,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4189,DEU,1994,24,10.2,14.83,18.33,22.3,34.3,4.13,6.07,6.93,7.9,8.75,9.58,10.5,11.8,13.75,20.55,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,East Germany,All,All,EU,OECD,High income,8459.4,7738.8,Euro,Year,1.622794167,,,33384,80931041,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4190,DEU,1994,31.1,7.84,12.88,17.18,23.13,38.91,3,4.84,5.97,6.91,7.97,9.21,10.65,12.48,14.95,23.96,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,West Germany,All,All,EU,OECD,High income,11273.4,9594.8,Euro,Year,1.622794167,,,33384,80931041,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4191,DEU,1995,28.9,8.58,13.48,17.54,22.76,37.63,3.38,5.2,6.25,7.23,8.23,9.31,10.53,12.23,14.55,23.08,1.3,13.91,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,21339,18713,Deutsche mark,Year,1.4331325,,,33834,81240604,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4192,DEU,1995,25.8,9.33,14.52,18.06,22.83,35.26,3.61,5.72,6.8,7.72,8.54,9.52,10.69,12.14,14.19,21.07,1.34,12.43,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,33077,29634,Deutsche mark,Year,1.4331325,,,33834,81240604,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4193,DEU,1995,33.9,7.34,12.21,16.39,22.34,41.72,2.79,4.55,5.59,6.62,7.63,8.76,10.16,12.18,15.58,26.14,1.04,16.03,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,29560,24100,Deutsche mark,Year,1.4331325,,,33834,81240604,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4194,DEU,1995,31.5,7.56,12.74,17.2,23.43,39.06,2.83,4.73,5.86,6.88,8.02,9.18,10.93,12.5,15.24,23.82,1.05,14.45,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,45956,39872,Deutsche mark,Year,1.4331325,,,33834,81240604,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4195,DEU,1995,29,8,14,18,23,37,3,5,7,8,8,10,11,12,14,22,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,15035,13439,Euro,Year,1.4331325,,,33834,81240604,New 2018,High,13,Eurostat,Eurostat 2018,,
4196,DEU,1995,26.6,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,17139,15175,"Local currency units, at current prices",Year,1.4331325,,,33834,81240604,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4197,DEU,1995,45.9,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,1.4331325,,,33834,81240604,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4198,DEU,1995,31.1,7.76,13.09,17.35,22.72,39.04,2.89,4.87,6.03,7.06,8.09,9.26,10.54,12.18,14.87,24.17,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,11051.8,9559,Euro,Year,1.4331325,,,33834,81240604,New 2007,High,13,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4199,DEU,1995,24.2,9.58,14.96,18.53,23.02,33.86,3.79,5.79,7.02,7.94,8.84,9.69,10.88,12.14,13.97,19.89,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,East Germany,All,All,EU,OECD,High income,8908.4,8302.2,Euro,Year,1.4331325,,,33834,81240604,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4200,DEU,1995,31.9,7.42,12.85,17.38,22.89,39.42,2.71,4.71,5.88,6.97,8.09,9.29,10.6,12.29,15.01,24.41,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,West Germany,All,All,EU,OECD,High income,11586.8,10075.6,Euro,Year,1.4331325,,,33834,81240604,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4201,DEU,1996,27,9,14,18,23,36,3,6,7,8,9,9,11,12,14,21,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,16060,14524,Euro,Year,1.504774167,,,34033,81426337,New 2018,High,13,Eurostat,Eurostat 2018,,
4202,DEU,1996,26,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,1.504774167,,,34033,81426337,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4203,DEU,1996,30.5,7.98,13.14,17.43,22.72,38.67,3.03,4.95,6.06,7.08,8.16,9.27,10.52,12.2,14.91,23.76,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,11245,9811,Euro,Year,1.504774167,,,34033,81426337,New 2007,High,13,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4204,DEU,1996,23.6,9.89,14.84,18.79,22.89,33.54,4.06,5.83,6.91,7.93,8.87,9.92,10.85,12.04,14.04,19.5,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,East Germany,All,All,EU,OECD,High income,9261.8,8719.8,Euro,Year,1.504774167,,,34033,81426337,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4205,DEU,1996,31.3,7.65,12.9,17.39,22.91,39.11,2.85,4.8,5.91,6.99,8.1,9.29,10.59,12.32,15.03,24.08,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,West Germany,All,All,EU,OECD,High income,11708.2,10195,Euro,Year,1.504774167,,,34033,81426337,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4206,DEU,1997,25,10,15,18,22,35,4,6,7,8,9,10,11,12,14,21,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,16289,14769,Euro,Year,1.734055833,,,34631,81499866,New 2018,High,13,Eurostat,Eurostat 2018,,
4207,DEU,1997,29.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",No adjustment,No adjustment,Household,Household,Part,East Germany,All,All,EU,OECD,High income,,,,,1.734055833,,,34631,81499866,,Low,9,National statistical authority,Federal Statistical Office of Germany,Statistical Yearbook 1998,Microcensus
4208,DEU,1997,32.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",No adjustment,No adjustment,Household,Household,Part,West Germany,All,All,EU,OECD,High income,,,,,1.734055833,,,34631,81499866,,Average,9,National statistical authority,Federal Statistical Office of Germany,Statistical Yearbook 1998,Microcensus
4209,DEU,1997,25.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,1.734055833,,,34631,81499866,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4210,DEU,1997,30.4,8.05,13.16,17.39,22.69,38.65,3.04,5.01,6.1,7.06,8.15,9.24,10.51,12.18,14.93,23.72,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,11490.2,10002.4,Euro,Year,1.734055833,,,34631,81499866,New 2007,High,13,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4211,DEU,1997,24.3,9.73,14.81,18.57,22.86,33.98,3.88,5.85,6.98,7.83,8.81,9.76,10.76,12.1,13.82,20.16,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,East Germany,All,All,EU,OECD,High income,9774.8,9099.2,Euro,Year,1.734055833,,,34631,81499866,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4212,DEU,1997,31.2,7.73,12.9,17.29,22.95,39.07,2.88,4.85,5.95,6.95,8.08,9.21,10.56,12.39,15.07,24,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,West Germany,All,All,EU,OECD,High income,11888,10334.4,Euro,Year,1.734055833,,,34631,81499866,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4213,DEU,1998,28.4,8.83,13.49,17.44,22.99,37.25,3.54,5.29,6.29,7.2,8.15,9.29,10.64,12.35,14.89,22.36,1.42,13.28,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,22833,19764,Deutsche mark,Year,1.7596676,,,35317,81499232,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4214,DEU,1998,25.4,9.62,14.53,17.95,22.81,35.1,3.8,5.82,6.86,7.67,8.5,9.45,10.62,12.19,14.3,20.8,1.5,12.26,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,35234,31493,Deutsche mark,Year,1.7596676,,,35317,81499232,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4215,DEU,1998,33.3,7.54,12.31,16.35,22.62,41.18,2.9,4.64,5.68,6.63,7.59,8.76,10.2,12.42,15.74,25.44,1.11,15.44,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,31968,25825,Deutsche mark,Year,1.7596676,,,35317,81499232,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4216,DEU,1998,31.2,7.71,12.78,17.25,23.29,38.96,2.95,4.76,5.88,6.9,8.01,9.24,10.72,12.57,15.38,23.58,1.14,14.12,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,49608,42590,Deutsche mark,Year,1.7596676,,,35317,81499232,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4217,DEU,1998,25,10,15,18,22,35,4,6,7,8,9,10,11,12,14,21,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,15918,14393,Euro,Year,1.7596676,,,35317,81499232,New 2018,High,13,Eurostat,Eurostat 2018,,
4218,DEU,1998,25.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,1.7596676,,,35317,81499232,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4219,DEU,1998,29.8,8.19,13.19,17.52,23.04,38.01,3.1,5.09,6.12,7.07,8.15,9.37,10.67,12.37,14.87,23.14,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,11666.8,10220.2,Euro,Year,1.7596676,,,35317,81499232,New 2007,High,13,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4220,DEU,1998,24.1,9.78,14.83,18.58,22.98,33.77,3.83,5.95,6.91,7.92,8.79,9.79,10.84,12.14,13.97,19.8,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,East Germany,All,All,EU,OECD,High income,10050.6,9367.4,Euro,Year,1.7596676,,,35317,81499232,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4221,DEU,1998,30.7,7.88,12.91,17.46,23.17,38.53,2.96,4.92,5.93,6.98,8.08,9.38,10.77,12.4,15.08,23.45,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,West Germany,All,All,EU,OECD,High income,12044.2,10489.8,Euro,Year,1.7596676,,,35317,81499232,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4222,DEU,1999,25,10,15,18,23,35,4,6,7,8,9,9,11,12,14,21,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,16366,14603,Euro,Year,0.938627276,,,36027,81481612,New 2018,High,13,Eurostat,Eurostat 2018,,
4223,DEU,1999,25.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.938627276,,,36027,81481612,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4224,DEU,1999,29.9,8.2,13.18,17.35,23,38.21,3.13,5.07,6.09,7.09,8.09,9.26,10.63,12.37,15.07,23.14,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,12073,10445.6,Euro,Year,0.938627276,,,36027,81481612,New 2007,High,13,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4225,DEU,1999,24,9.92,14.79,18.47,22.92,33.85,4.03,5.89,6.95,7.84,8.79,9.68,10.72,12.2,13.9,19.95,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,East Germany,All,All,EU,OECD,High income,10339.8,9574.8,Euro,Year,0.938627276,,,36027,81481612,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4226,DEU,1999,30.8,7.87,12.91,17.31,23.25,38.61,2.97,4.9,5.95,6.96,8.01,9.3,10.7,12.55,15.31,23.3,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,West Germany,All,All,EU,OECD,High income,12469.6,10762,Euro,Year,0.938627276,,,36027,81481612,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4227,DEU,2000,28.9,8.76,13.41,17.38,22.72,37.72,3.53,5.23,6.24,7.17,8.17,9.21,10.51,12.21,14.73,22.99,1.41,13.88,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,24419,21142,Deutsche mark,Year,1.085400833,,,37091,81487757,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4228,DEU,2000,25.9,9.39,14.45,18.06,22.7,35.41,3.69,5.7,6.78,7.67,8.55,9.51,10.63,12.07,14.15,21.26,1.44,12.7,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,37466,33735,Deutsche mark,Year,1.085400833,,,37091,81487757,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4229,DEU,2000,34.1,7.4,12.16,16.26,22.28,41.9,2.86,4.54,5.61,6.55,7.54,8.72,10.13,12.15,15.54,26.36,1.1,16.28,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,33875,27450,Deutsche mark,Year,1.085400833,,,37091,81487757,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4230,DEU,2000,31.8,7.52,12.71,17.27,23.11,39.38,2.87,4.65,5.81,6.9,8.05,9.22,10.66,12.45,15.07,24.31,1.11,14.87,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,52125,44972,Deutsche mark,Year,1.085400833,,,37091,81487757,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4231,DEU,2000,25,10,15,18,22,35,4,6,7,8,9,9,10,12,14,21,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,17167,15340,Euro,Year,1.085400833,,,37091,81487757,New 2018,High,13,Eurostat,Eurostat 2018,,
4232,DEU,2000,26.4,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,19330,17240,"Local currency units, at current prices",Year,1.085400833,,,37091,81487757,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4233,DEU,2000,47.1,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,1.085400833,,,37091,81487757,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4234,DEU,2000,28.84,8.78,13.42,17.37,22.72,37.71,3.55,5.23,6.24,7.18,8.17,9.2,10.51,12.21,14.75,22.96,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,18182.28,15759.48,US$2011PPP,Year,1.085400833,18182,15759,37091,81487757,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
4235,DEU,2000,29.9,8.28,13.25,17.26,22.95,38.19,3.17,5.11,6.16,7.09,8.06,9.2,10.58,12.37,14.78,23.41,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,12713.6,11010.2,Euro,Year,1.085400833,,,37091,81487757,New 2007,High,13,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4236,DEU,2000,23.3,10.26,14.98,18.47,22.6,33.64,4.24,6.02,7.08,7.9,8.75,9.72,10.69,11.91,13.81,19.83,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,East Germany,All,All,EU,OECD,High income,10768.4,9930.8,Euro,Year,1.085400833,,,37091,81487757,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4237,DEU,2000,30.7,7.92,12.99,17.23,23.11,38.71,2.97,4.95,6,6.99,8.03,9.2,10.68,12.43,15.06,23.65,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,West Germany,All,All,EU,OECD,High income,13156,11320.8,Euro,Year,1.085400833,,,37091,81487757,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4238,DEU,2001,30.4,8.57,13.03,16.88,22.35,39.16,3.43,5.14,6.09,6.94,7.89,8.99,10.31,12.04,14.92,24.24,1.37,14.97,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,24996,20995,Deutsche mark,Year,1.11751,,,37698,81535848,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4239,DEU,2001,27.3,9.15,14.2,17.7,22.17,36.78,3.61,5.54,6.63,7.57,8.41,9.29,10.41,11.76,14.05,22.73,1.42,13.97,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,38201,33789,Deutsche mark,Year,1.11751,,,37698,81535848,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4240,DEU,2001,35.9,7.18,11.76,15.57,21.9,43.61,2.76,4.42,5.45,6.31,7.24,8.33,9.9,12,15.53,28.08,1.07,17.72,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,34540,26785,Deutsche mark,Year,1.11751,,,37698,81535848,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4241,DEU,2001,33.5,7.32,12.45,16.76,22.41,41.07,2.82,4.5,5.67,6.78,7.81,8.95,10.29,12.12,14.94,26.13,1.1,16.51,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,52875,44400,Deutsche mark,Year,1.11751,,,37698,81535848,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4242,DEU,2001,25,10,15,18,22,35,4,6,7,8,9,9,10,12,14,21,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,17742,15758,Euro,Year,1.11751,,,37698,81535848,New 2018,High,13,Eurostat,Eurostat 2018,,
4243,DEU,2001,27,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,1.11751,,,37698,81535848,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4244,DEU,2001,30.31,8.6,13.04,16.88,22.37,39.11,3.47,5.13,6.1,6.94,7.89,8.99,10.31,12.06,14.91,24.2,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,18258.36,15358.2,US$2011PPP,Year,1.11751,18258,15358,37698,81535848,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
